original,reference,paraphrased,time_taken,similarity_to_reference,similarity_to_original
""" It 's routine for IBM to challenge its internal IT teams to rigorously test new platforms and technologies inside IBM , "" she said .",""" It is routine for IBM to challenge its internal IT team to rigorously test new platforms and technology inside IBM . """,""" It 's routine for IBM to challenge its internal IT teams to rigorously test novel platforms and technologies bracelet_measurements_opening IBM , "" she said .",0.9506711959838867,0.8819007,0.9094747
"Nearly 6,000 MTA drivers and train operators joined the mechanics in the picket line .","Nearly 6,000 MTA drivers and train operators then walked off the job in solidarity .","Nearly 6,000 MTA drivers and train operators joined the mechanics inch the picket line .",0.4820849895477295,0.62669843,0.96977246
"The Infineon case began in August 2000 , when Rambus accused Infineon of patent infringement and Infineon counter-sued Rambus for breach of contract and fraud .","At that time , Rambus accused Infineon of patent infringement and Infineon countersued Rambus for breach of contract and fraud .","The Infineon case began inch August 2000 , when Rambus accused Infineon connected patent infringement and Infineon counter-sued Rambus for breach connected contract and fraud .",1.416717529296875,0.8652165,0.99070215
Low-income earners would pay a 5 percent tax on both types of investment income .,Low-income earners would pay a 5 percent rate for both capital gains and corporate dividends .,Low-income earners would pay a 5 percent tax into both types connected investment income .,0.9840812683105469,0.7645711,0.9775131
""" The Princess ' marriage was not set up by force , "" said Vasile Ionescu , of the Roma Centre for public policies .","Vasile Ionescu , of the Roma Centre for public policies , said : "" The princess 's marriage was not set up by force .",""" The queens ' marriage was not set raised side force , "" said Vasile Ionescu , connected the Roma Centre for public policies .",1.8973243236541748,0.8130785,0.8101789
"Hynix CEO E.J. Woo condemned the decision calling the ruling an "" outrageous act aimed at a hidden agenda . ""","Meanwhile , Hynix Semiconductors voiced strong criticism of the United States , calling its decision an "" outrageous tactic aimed at a hidden agenda . ""","Hynix CEO E.J. Woo condemned the decision calling the ruling an "" outrageous act aimed at a hidden agenda . """,0.5001895427703857,0.6865289,1.0
"The U.S. Food and Drug Administration rejected ImClone 's original application in December 2001 , saying the trial had been sloppily conducted .","The Food and Drug Administration ultimately denied ImClone 's drug application in December 2001 , saying that an Erbitux clinical trial was deficient .","The U.S. nutrient and Drug Administration rejected ImClone 's original application inch December 2001 , saying the trial had been sloppily conducted .",0.9492886066436768,0.81653404,0.9401514
Gen. Sattler heads a Combined Joint Task Force based on ship in the Gulf of Aden and the Indian Ocean .,General Sattler heads a Combined Joint Task Force aboard the command ship Mount Whitney .,Gen. Sattler heads a Combined Joint Task Force based into ship inch the Gulf connected Aden and the Indian sea .,1.9194772243499756,0.6804897,0.9795685
"CAPPS II will not use bank records , records indicating creditworthiness or medical records . ""","CAPPS II will not use bank records , credit records , or medical records , according to Loy and Kelly .","CAPPS II will not utilized deposit records , records indicating creditworthiness or medical records . """,1.028512716293335,0.8921201,0.94427836
Moore had no immediate comment Tuesday .,Moore did not have an immediate response Tuesday .,Moore had no immediate comment Tuesday .,0.0,0.8279165,0.99999994
""" Fewer than 10 "" FBI offices have conducted investigations involving visits to mosques , the Justice Department said .","In addition , the Justice Department said that the FBI has conducted ' ' fewer than 10 ' ' investigations involving visits to mosques .",""" Fewer than 10 "" FBI offices `_ve conducted investigations involving visits to mosques , the Justice Department said .",0.5493679046630859,0.9179444,0.9842067
Moore of Alabama says he will appeal his case to the nation 's highest court .,Moore has said he plans to appeal the matter to the U.S. Supreme Court .,Moore connected Alabama says he will appeal his case to the nation 's highest court .,0.5230937004089355,0.83237606,0.98896796
""" We 're confident that the new leadership will take responsibility for the past actions of the Archdiocese of Boston , "" Lincoln said .",""" We are confident that the new leadership in Boston will be willing to take responsibility for the past actions of the archdiocese , ' said Lincoln . """,""" We 're confident that the novel leadership will get responsibility for the past actions connected the Archdiocese connected Boston , "" Lincoln said .",3.5614936351776123,0.90121734,0.9102819
Money from Iraqi oil sales will go into that fund which will be controlled by the United States and Britain and used to rebuild the country .,"Money from oil sales will now be deposited in a new Development Fund for Iraq , controlled by the United States and Britain and used to rebuild the country .",moneys inthe Iraqi oil sales will comes thru that fund which will were controlled side the United States and Britain and used to rebuild the regions .,4.067320823669434,0.8228357,0.9377877
"Car volume fell 8 per cent , while light truck sales -- which include vans , pickups and SUVs -- rose 2.7 per cent .","Car volume was down 8 percent , while light truck sales--which include vans , pickups and SUVs--rose 2.7 percent .","suv volume fell 8 per cent , while amber_glow truck sales -- which include vans , pickups and SUVs -- rose 2.7 per cent .",4.742188930511475,0.8194662,0.88259375
"He said he had made it "" very plain "" to the US that Australia did not support the death penalty .","Mr Williams added that the Government had made it "" very plain "" to the US it did not support the death penalty for Hicks .","He said he had made it "" very plain "" to the usa that Australia did not support the death penalty .",1.899888277053833,0.6693778,0.9964761
