Parent Embedding,Synonym-1 Embedding,Synonym-2 Embedding,Synonym-3 Embedding,Synonym-4 Embedding,Synonym-5 Embedding
"[0.30017117, -0.112622924, -0.21283928, 0.21505505, -0.36087433, 0.30684856, 0.037120055, -0.29307443, -0.25620222, 0.2715598, -0.04718299, 0.3694147, 0.20993331, -0.09539746, 0.21699722, 0.3183884, -0.3245552, 0.0069668484, 0.052265793, -0.19639309]","[0.21597469182508933, 0.047882049379418326, -0.2541354379696289, 0.03518334075511062, -0.19995942202738787, 0.1379860798283663, -0.07648295123296134, -0.15033610190285474, -0.37962552596871796, 0.20330842944564, -0.04718299, 0.3694147, 0.20993331, -0.09539746, 0.21699722, 0.3183884, -0.3245552, 0.0069668484, 0.052265793, -0.19639309]","[0.1088851228291012, -0.19693767713803062, -0.07806586957805187, 0.21911775395270486, -0.18344473645969822, 0.2152665997168987, 0.20143118249953146, -0.1013629420229169, -0.3577803768084003, 0.3384704641656824, -0.04718299, 0.3694147, 0.20993331, -0.09539746, 0.21699722, 0.3183884, -0.3245552, 0.0069668484, 0.052265793, -0.19639309]","[0.18121492971553782, -0.06138989770803542, -0.37897706632326683, 0.06326345621087615, -0.19470928581768954, 0.1859906942520393, 0.10441052672183378, -0.3366179148632038, -0.16570137341087682, 0.2713596645029148, -0.04718299, 0.3694147, 0.20993331, -0.09539746, 0.21699722, 0.3183884, -0.3245552, 0.0069668484, 0.052265793, -0.19639309]","[0.12191468630165939, -0.023740362807371226, -0.06541963046186569, 0.3831873194927701, -0.303920981927971, 0.30655108356101446, 0.07823236225307219, -0.2552195894932522, -0.3049531967047938, 0.10680752493047133, -0.04718299, 0.3694147, 0.20993331, -0.09539746, 0.21699722, 0.3183884, -0.3245552, 0.0069668484, 0.052265793, -0.19639309]","[0.24412714827499438, -0.025050388905176066, -0.16639207557672725, 0.2546585226013144, -0.1674213426637533, 0.2272617817960822, 0.12890215692100654, -0.3025536766983154, -0.267195920917466, 0.37272936562377756, -0.04718299, 0.3694147, 0.20993331, -0.09539746, 0.21699722, 0.3183884, -0.3245552, 0.0069668484, 0.052265793, -0.19639309]"
"[0.198412, -0.12190995, -0.23288098, 0.22053052, 0.09055914, 0.31574306, 0.22301199, -0.37380946, -0.25565633, -0.28108203, -0.021841364, -0.37136978, 0.292246, -0.2890867, 0.20225868, 0.35862467, 0.04299984, -0.28791702, 0.051048648, 0.18623587]","[0.2319248288174996, -0.08718665113210751, -0.052554051537621854, 0.07976989178686666, -0.05458669788419322, 0.19656859653642625, 0.08438905013672884, -0.21480624612379295, -0.321248924583564, -0.18329581346511398, -0.021841364, -0.37136978, 0.292246, -0.2890867, 0.20225868, 0.35862467, 0.04299984, -0.28791702, 0.051048648, 0.18623587]","[0.005738117378908669, -0.05048281271721068, -0.21514674324274435, 0.1909988870346476, 0.1926924981655656, 0.28405949926231033, 0.06935169273049999, -0.23966704486180118, -0.27113491720003174, -0.09899419906861906, -0.021841364, -0.37136978, 0.292246, -0.2890867, 0.20225868, 0.35862467, 0.04299984, -0.28791702, 0.051048648, 0.18623587]","[0.15072289401923458, -0.20941493173464737, -0.07991789270914215, 0.16939559439786797, -0.05826561087683031, 0.1162551105402076, 0.11840616503148003, -0.32996323730098626, -0.07703200856485709, -0.34352273159893854, -0.021841364, -0.37136978, 0.292246, -0.2890867, 0.20225868, 0.35862467, 0.04299984, -0.28791702, 0.051048648, 0.18623587]","[0.09184550273628724, -0.15718104951594125, -0.2546009250456498, 0.1927259087419693, -0.013933670716699056, 0.21966740356690317, 0.2702142641196496, -0.37104393688601545, -0.17405013764102262, -0.08351341505957155, -0.021841364, -0.37136978, 0.292246, -0.2890867, 0.20225868, 0.35862467, 0.04299984, -0.28791702, 0.051048648, 0.18623587]","[0.09975737538525606, 0.004166852160888232, -0.07533762730488427, 0.08503065516645963, 0.06842225485261565, 0.37940031556437165, 0.04435293736415208, -0.3455408355195433, -0.18140216201755777, -0.36661359081348116, -0.021841364, -0.37136978, 0.292246, -0.2890867, 0.20225868, 0.35862467, 0.04299984, -0.28791702, 0.051048648, 0.18623587]"
"[-0.4276198, -0.22334673, -0.16825081, 0.16991086, 0.24923864, -0.32111284, -0.38835835, 0.05880795, -0.26381576, -0.030443965, 0.2276308, 0.21120034, -0.1003256, 0.2101153, 0.009108329, 0.043358505, -0.29557747, -0.07669917, -0.33271328, -0.2645506]","[-0.2682225996969914, -0.16791249775998995, -0.030615669473240986, 0.16758690733797044, 0.10272206537148826, -0.17766842020621337, -0.3441970521317136, 0.16093961169738036, -0.11998287808284208, 0.11961956349739473, 0.2276308, 0.21120034, -0.1003256, 0.2101153, 0.009108329, 0.043358505, -0.29557747, -0.07669917, -0.33271328, -0.2645506]","[-0.27753036982015716, -0.0728164550706652, -0.10905550738303785, 0.08854731792945586, 0.13452872104983704, -0.23347003001297173, -0.3091961459651325, 0.20423816367010195, -0.17898216442549597, 0.1505965311651953, 0.2276308, 0.21120034, -0.1003256, 0.2101153, 0.009108329, 0.043358505, -0.29557747, -0.07669917, -0.33271328, -0.2645506]","[-0.4099379102499848, -0.14558175335192491, -0.11122961333623774, 0.1211161348339285, 0.09578690816475252, -0.2741974042191719, -0.2246299869182663, -0.09771271642756904, -0.2213703108968731, 0.06408563494062787, 0.2276308, 0.21120034, -0.1003256, 0.2101153, 0.009108329, 0.043358505, -0.29557747, -0.07669917, -0.33271328, -0.2645506]","[-0.30471461137532724, -0.1290063794103929, -0.3639839518856533, -0.004432137722651969, 0.242451916150187, -0.22012169891475075, -0.35650479709306326, 0.14171444287123286, -0.09150844138132397, 0.04754774715615047, 0.2276308, 0.21120034, -0.1003256, 0.2101153, 0.009108329, 0.043358505, -0.29557747, -0.07669917, -0.33271328, -0.2645506]","[-0.4099083269738174, -0.07890434973814081, -0.16381964814935687, 0.14995576972037117, 0.4171453003330652, -0.12245411178837418, -0.3326629133594942, 0.05175135031416758, -0.2622740158996779, -0.05460112573239077, 0.2276308, 0.21120034, -0.1003256, 0.2101153, 0.009108329, 0.043358505, -0.29557747, -0.07669917, -0.33271328, -0.2645506]"
"[0.10051502, -0.27624837, -0.23673932, 0.37220526, -0.23621099, 0.30228767, -0.11364535, -0.34603235, -0.21448028, 0.26520947, 0.0023626788, 0.24026328, 0.264491, -0.1793922, 0.32784763, 0.1326931, -0.2913192, 0.07923436, 0.06442856, -0.25529915]","[-0.01889852648636349, -0.26662315866724084, -0.07898202095497744, 0.3775724393842281, -0.17628136411872486, 0.1426973430002903, 0.00548312798227904, -0.18618732342207495, -0.05466137680661956, 0.388670576308875, 0.0023626788, 0.24026328, 0.264491, -0.1793922, 0.32784763, 0.1326931, -0.2913192, 0.07923436, 0.06442856, -0.25529915]","[0.1428401631590912, -0.35109654883068486, -0.17268557078999666, 0.20638167348098957, -0.15194281484508554, 0.30154756331369864, -0.05295826796534439, -0.3541406502963396, -0.1380128790471085, 0.1416672321799759, 0.0023626788, 0.24026328, 0.264491, -0.1793922, 0.32784763, 0.1326931, -0.2913192, 0.07923436, 0.06442856, -0.25529915]","[-0.04960195238108779, -0.19139474904536952, -0.3699292951719241, 0.3324162112102908, -0.04136097670659972, 0.24537395468329357, -0.2074808495208548, -0.2414303406151037, -0.05051506247627721, 0.2213367787415041, 0.0023626788, 0.24026328, 0.264491, -0.1793922, 0.32784763, 0.1326931, -0.2913192, 0.07923436, 0.06442856, -0.25529915]","[0.12422511366510143, -0.18090275671278644, -0.23664849079933853, 0.4224628429562453, -0.12055398205627255, 0.3148725774159858, 0.08292665841009575, -0.2827176642566268, -0.0473775970551453, 0.17652804961330182, 0.0023626788, 0.24026328, 0.264491, -0.1793922, 0.32784763, 0.1326931, -0.2913192, 0.07923436, 0.06442856, -0.25529915]","[0.03421476982360121, -0.25444505671636175, -0.03860050806236706, 0.4421072530590318, -0.0675656717592033, 0.25833987077947307, -0.2258021110156419, -0.16605415285718822, -0.2641221321170716, 0.21902729050429656, 0.0023626788, 0.24026328, 0.264491, -0.1793922, 0.32784763, 0.1326931, -0.2913192, 0.07923436, 0.06442856, -0.25529915]"
"[0.1252385, 0.21313712, 0.30742788, 0.3257331, 0.07055098, 0.12075745, 0.34272105, -0.29180574, 0.18143561, -0.031539407, 0.30396137, -0.119819075, 0.2668962, 0.3378568, -0.15896715, -0.34456503, 0.01818518, 0.39390516, -0.15811493, -0.34145495]","[0.28204995654816456, 0.15553323746314798, 0.11144725341669759, 0.23874593182461712, 0.12983047408512766, -0.0248454345987648, 0.17742789392394548, -0.22863877217467998, 0.01108785822644362, 0.06205313320428154, 0.30396137, -0.119819075, 0.2668962, 0.3378568, -0.15896715, -0.34456503, 0.01818518, 0.39390516, -0.15811493, -0.34145495]","[0.2817319005573299, 0.1730075831553164, 0.11872849109496306, 0.1691928625014193, 0.19973062333590813, 0.05222647474335672, 0.2811269204373058, -0.11699723430667197, 0.10920027930912729, 0.021183501685442273, 0.30396137, -0.119819075, 0.2668962, 0.3378568, -0.15896715, -0.34456503, 0.01818518, 0.39390516, -0.15811493, -0.34145495]","[0.0803636602389767, 0.049714583083868724, 0.13794901633057646, 0.47532772614181795, -0.041118294752430215, 0.029762547727136393, 0.14639593825071295, -0.11816577317896648, 0.06951313367018344, -0.10101685430508076, 0.30396137, -0.119819075, 0.2668962, 0.3378568, -0.15896715, -0.34456503, 0.01818518, 0.39390516, -0.15811493, -0.34145495]","[0.16484491450932653, 0.2478614660498627, 0.27463397328862066, 0.22535676543761618, 0.06630288948746522, 0.025330173365154862, 0.2640445704819667, -0.27282427352990907, 0.015916145894877054, 0.06536754167577066, 0.30396137, -0.119819075, 0.2668962, 0.3378568, -0.15896715, -0.34456503, 0.01818518, 0.39390516, -0.15811493, -0.34145495]","[0.17383972711418552, 0.038913569400959414, 0.1351202775059106, 0.13779401592102417, 0.15778919345795145, 0.013214152304068819, 0.4165003611134323, -0.2679229979246389, 0.2238745272205378, 0.11209755046740918, 0.30396137, -0.119819075, 0.2668962, 0.3378568, -0.15896715, -0.34456503, 0.01818518, 0.39390516, -0.15811493, -0.34145495]"
"[-0.2806506, -0.21300824, -0.11423359, 0.14332862, 0.35726842, -0.35443136, -0.24851987, -0.03561313, -0.3464239, 0.16574086, 0.28950864, 0.31943205, -0.06490352, 0.1608778, -0.24666785, 0.003970838, -0.2823, -0.12721455, -0.113825515, -0.33541003]","[-0.15493425138746508, -0.2713880778160028, -0.1325500315945866, 0.06331186143399917, 0.32058964977137383, -0.17047676178143878, -0.1366025705341978, 0.018507431155728164, -0.17106917513052922, 0.0845322998061228, 0.28950864, 0.31943205, -0.06490352, 0.1608778, -0.24666785, 0.003970838, -0.2823, -0.12721455, -0.113825515, -0.33541003]","[-0.09768327010311123, -0.1753053022422615, -0.044312596578861385, 0.09369132211644673, 0.24635517743133997, -0.26028483310285466, -0.26498446072102694, 0.14051041448515433, -0.2809850769289213, 0.2281926448797048, 0.28950864, 0.31943205, -0.06490352, 0.1608778, -0.24666785, 0.003970838, -0.2823, -0.12721455, -0.113825515, -0.33541003]","[-0.19348075386309693, -0.1080607660787474, -0.15503584016975575, 0.13798283925705115, 0.20893968049775277, -0.38588156199298507, -0.11289464352763043, -0.15803380762492011, -0.31584580467031625, 0.18631830979494957, 0.28950864, 0.31943205, -0.06490352, 0.1608778, -0.24666785, 0.003970838, -0.2823, -0.12721455, -0.113825515, -0.33541003]","[-0.44823546639327094, -0.27833483637189266, 0.02886423781120956, 0.11977552591453916, 0.16561412611709245, -0.24673575284323335, -0.19373336318502712, 0.0713349646306421, -0.22983783182538653, 0.0261215585911114, 0.28950864, 0.31943205, -0.06490352, 0.1608778, -0.24666785, 0.003970838, -0.2823, -0.12721455, -0.113825515, -0.33541003]","[-0.30438812870971355, -0.05776737300652826, -0.016016569490855947, -0.018672720458363767, 0.26329626430087105, -0.36398890979497794, -0.26343310045032764, -0.1517398835262861, -0.22127428179277003, 0.21316690933698948, 0.28950864, 0.31943205, -0.06490352, 0.1608778, -0.24666785, 0.003970838, -0.2823, -0.12721455, -0.113825515, -0.33541003]"
"[0.22780235, -0.187776, -0.110639185, 0.20106466, -0.24854293, 0.26827034, -0.19260466, -0.24043883, -0.22672881, 0.31651726, 0.12103345, 0.29498175, 0.3285277, 0.006344945, 0.2554077, 0.26925698, -0.2043782, -0.054096717, 0.2726021, -0.3131706]","[0.22273535775812286, -0.02380268062528762, -0.13791794310008382, 0.029958173472700717, -0.25701374774464425, 0.08790960021238864, -0.046858569951361145, -0.22722193016922293, -0.30005413744426535, 0.16781652827581903, 0.12103345, 0.29498175, 0.3285277, 0.006344945, 0.2554077, 0.26925698, -0.2043782, -0.054096717, 0.2726021, -0.3131706]","[0.15511481048358694, -0.003675691920962565, -0.20162475495398585, 0.37056724192565893, -0.13073657088001772, 0.09807943347330689, -0.1019126732878001, -0.0834301601757716, -0.08934277165853516, 0.26420678565423195, 0.12103345, 0.29498175, 0.3285277, 0.006344945, 0.2554077, 0.26925698, -0.2043782, -0.054096717, 0.2726021, -0.3131706]","[0.046146885828196454, -0.05212022162883495, -0.1869163696129385, 0.15006369803894362, -0.06603800400627363, 0.21534154222981933, -0.3759836099176995, -0.1066762868135383, -0.25153765945876266, 0.13551363427483284, 0.12103345, 0.29498175, 0.3285277, 0.006344945, 0.2554077, 0.26925698, -0.2043782, -0.054096717, 0.2726021, -0.3131706]","[0.21342708014908865, -0.35646976038373057, 0.015797981996707094, 0.025908866026171845, -0.08586805582833451, 0.12105367179530124, -0.15647826578287163, -0.04596590227761965, -0.2693022338088302, 0.2916367894748264, 0.12103345, 0.29498175, 0.3285277, 0.006344945, 0.2554077, 0.26925698, -0.2043782, -0.054096717, 0.2726021, -0.3131706]","[0.18556842537399165, -0.31014297263287005, -0.07507822569998071, 0.07621013222798273, -0.15102133995190786, 0.1789527038989681, -0.05622068815904971, -0.06479332740668414, -0.36022389864859755, 0.24123258144660115, 0.12103345, 0.29498175, 0.3285277, 0.006344945, 0.2554077, 0.26925698, -0.2043782, -0.054096717, 0.2726021, -0.3131706]"
"[-0.32980013, -0.22206114, -0.18234837, 0.28480786, 0.20342699, -0.37488514, -0.3401195, -0.1039869, -0.02751899, 0.08528968, 0.36547577, 0.35261318, -0.17210042, 0.12819122, -0.026432153, -0.18058197, -0.33788377, 0.17599665, -0.1309032, -0.3443824]","[-0.28862057059700486, -0.09887812603276397, -0.3204883004305179, 0.18542353559818747, 0.02515672343174738, -0.18555867950651578, -0.26548882713796546, 0.03918536746003076, 0.01329401074035435, 0.20101774777727235, 0.36547577, 0.35261318, -0.17210042, 0.12819122, -0.026432153, -0.18058197, -0.33788377, 0.17599665, -0.1309032, -0.3443824]","[-0.18189603650528413, -0.05776919769418204, -0.1925820855650103, 0.27959905958530284, 0.08718249185696574, -0.30326246409102703, -0.15791091674903907, -0.1951741752119708, -0.17599898945412598, 0.22478316618141272, 0.36547577, 0.35261318, -0.17210042, 0.12819122, -0.026432153, -0.18058197, -0.33788377, 0.17599665, -0.1309032, -0.3443824]","[-0.2697839590009035, -0.1111022992984742, -0.2983805608675801, 0.318609177179824, 0.07450767701217373, -0.2371953180922784, -0.23454851611702104, -0.14931856450089648, 0.09218049730361164, 0.22370075319873625, 0.36547577, 0.35261318, -0.17210042, 0.12819122, -0.026432153, -0.18058197, -0.33788377, 0.17599665, -0.1309032, -0.3443824]","[-0.2107213579547278, -0.37784233407575174, -0.07494545254415522, 0.16861512054326355, 0.006507342583761261, -0.3850924347279535, -0.3294828029326863, -0.05498698577321179, -0.019321132248985164, -0.029893822922900465, 0.36547577, 0.35261318, -0.17210042, 0.12819122, -0.026432153, -0.18058197, -0.33788377, 0.17599665, -0.1309032, -0.3443824]","[-0.5116847946523496, -0.042767519326903425, -0.008450472861132957, 0.09891908468815824, 0.06193814901545425, -0.25634129457821164, -0.2947267445329688, -0.19852491838749609, -0.1398502958556665, -0.07915582917067768, 0.36547577, 0.35261318, -0.17210042, 0.12819122, -0.026432153, -0.18058197, -0.33788377, 0.17599665, -0.1309032, -0.3443824]"
"[0.2881732, -0.2926, -0.23755072, 0.15912215, -0.37652084, 0.2879008, -0.14834727, -0.29247218, -0.0636137, 0.29129252, 0.121927105, 0.33539382, 0.18422261, 0.07171648, 0.2901992, 0.124540746, -0.29300234, 0.13461989, 0.11672557, -0.2187923]","[0.15781863632833865, -0.21391983021231525, -0.17972860165290772, 0.333075486519285, -0.18099559286343214, 0.08999255880543552, -0.031608307662664065, -0.11768965016008326, -0.027345902704173086, 0.16529174323865672, 0.121927105, 0.33539382, 0.18422261, 0.07171648, 0.2901992, 0.124540746, -0.29300234, 0.13461989, 0.11672557, -0.2187923]","[0.23783488235222452, -0.21091161124722235, -0.08222607673982618, 0.006301796924196135, -0.24956817255882335, 0.3315027577187694, 0.04814813713582797, -0.14840326108560564, -0.22539997133857573, 0.15732129398944877, 0.121927105, 0.33539382, 0.18422261, 0.07171648, 0.2901992, 0.124540746, -0.29300234, 0.13461989, 0.11672557, -0.2187923]","[0.14919194945636824, -0.11298876106981537, -0.13635374507911197, 0.08685459573935367, -0.4250072943942309, 0.17384695189448995, -0.12253660462714952, -0.21588703503288414, -0.08342268011997117, 0.31242191643599726, 0.121927105, 0.33539382, 0.18422261, 0.07171648, 0.2901992, 0.124540746, -0.29300234, 0.13461989, 0.11672557, -0.2187923]","[0.1122824662034585, -0.1748589508138067, -0.13984921853631238, 0.06688755813402911, -0.2683903976877068, 0.21466939522367595, -0.21392481602972824, -0.297582819872658, -0.1752053920556781, 0.31616495342616735, 0.121927105, 0.33539382, 0.18422261, 0.07171648, 0.2901992, 0.124540746, -0.29300234, 0.13461989, 0.11672557, -0.2187923]","[0.32735785324665506, -0.15897216593345836, -0.23602239856102045, 0.12597056455847597, -0.4392155448483439, 0.1232095448530803, -0.23742862864112854, -0.0958915402027159, 0.061134417662441765, 0.11526327140827755, 0.121927105, 0.33539382, 0.18422261, 0.07171648, 0.2901992, 0.124540746, -0.29300234, 0.13461989, 0.11672557, -0.2187923]"
"[0.2093435, 0.113781124, -0.1689133, 0.38716742, -0.04055401, 0.24849053, 0.13589807, -0.12199496, -0.24595594, -0.23717046, -0.2244583, -0.28042287, 0.32883087, -0.29011843, 0.23184174, 0.21041091, 0.14196534, -0.3898883, -0.23218112, 0.2665495]","[0.14515899383216516, 0.07835160117211025, -0.11367939443899272, 0.29929815887537475, -0.07466491275305157, 0.1392126879378492, 0.12487671789995375, 0.051399794369275206, -0.2181203002103609, -0.19246100214989398, -0.2244583, -0.28042287, 0.32883087, -0.29011843, 0.23184174, 0.21041091, 0.14196534, -0.3898883, -0.23218112, 0.2665495]","[0.13074951065000728, 0.25729252049422985, -0.0846046761427468, 0.3287489551413283, 0.1108140496023233, 0.20552850996046845, 0.18887169777111237, -0.13448249576239768, -0.22011583517668573, -0.044086559218685345, -0.2244583, -0.28042287, 0.32883087, -0.29011843, 0.23184174, 0.21041091, 0.14196534, -0.3898883, -0.23218112, 0.2665495]","[0.0438721252098383, 0.05868326899324312, -0.05444975187450524, 0.4526685142124184, -0.21372379774863234, 0.06056943937485537, 0.19652440843680294, -0.09425885353161124, -0.19314791970293801, -0.12862583443136735, -0.2244583, -0.28042287, 0.32883087, -0.29011843, 0.23184174, 0.21041091, 0.14196534, -0.3898883, -0.23218112, 0.2665495]","[0.0565564780434161, 0.0006165842899817225, -0.16423115426805124, 0.3693604901030155, -0.2068057952393337, 0.06099223172509727, -0.0516814110858094, -0.0784120986832801, -0.37198761511242034, -0.07027356890014283, -0.2244583, -0.28042287, 0.32883087, -0.29011843, 0.23184174, 0.21041091, 0.14196534, -0.3898883, -0.23218112, 0.2665495]","[0.21945066637437516, 0.020077963185574352, -0.1497356611780328, 0.31697074514148993, -0.21689951318130807, 0.18269960631238663, 0.15120266397505522, -0.16848108365095144, -0.2599340094300453, -0.0915360686278511, -0.2244583, -0.28042287, 0.32883087, -0.29011843, 0.23184174, 0.21041091, 0.14196534, -0.3898883, -0.23218112, 0.2665495]"
"[0.13347876, -0.2339051, -0.12366749, 0.26100633, -0.18858898, 0.3432896, -0.27757287, -0.26829305, -0.18919733, 0.26340973, 0.21127056, 0.2163457, 0.32411698, 0.002309443, 0.26468617, -0.011590391, -0.23905851, 0.30104655, 0.18427661, -0.3675051]","[-0.010857987003442454, -0.15170730798836682, 0.038462726387786736, 0.11432882064761246, -0.21569388524272762, 0.23616494147735878, -0.18195114182293293, -0.1393185519466154, -0.1776322598466951, 0.3662015083583578, 0.21127056, 0.2163457, 0.32411698, 0.002309443, 0.26468617, -0.011590391, -0.23905851, 0.30104655, 0.18427661, -0.3675051]","[-0.035401329816818844, -0.2755429954122377, -0.07673703865583177, 0.34405989354420513, -0.038821435553191314, 0.14821399898412754, -0.23980173976543173, -0.1273248522097884, -0.26823016737013144, 0.1197210382320395, 0.21127056, 0.2163457, 0.32411698, 0.002309443, 0.26468617, -0.011590391, -0.23905851, 0.30104655, 0.18427661, -0.3675051]","[0.056790172490277305, -0.06104794968742697, -0.04460113925356897, 0.06432170236747953, -0.17966135263578786, 0.3300286041109331, -0.13681304190238414, -0.18869703836827717, -0.30462750901018665, 0.40977711558294383, 0.21127056, 0.2163457, 0.32411698, 0.002309443, 0.26468617, -0.011590391, -0.23905851, 0.30104655, 0.18427661, -0.3675051]","[0.2045060238846986, -0.32795224493680086, -0.06359493006957397, 0.08024843830032469, -0.20336457209047484, 0.25718173056166965, -0.23386651582249987, -0.3922275146506039, -0.12663708449564232, 0.08054305536602263, 0.21127056, 0.2163457, 0.32411698, 0.002309443, 0.26468617, -0.011590391, -0.23905851, 0.30104655, 0.18427661, -0.3675051]","[0.09900141589421177, -0.06982118621983893, -0.07316360859595757, 0.12482932514241574, -0.2988797498601499, 0.20635518127173708, -0.22279589417884443, -0.16585697987365955, -0.3704274916835096, 0.35712137331386085, 0.21127056, 0.2163457, 0.32411698, 0.002309443, 0.26468617, -0.011590391, -0.23905851, 0.30104655, 0.18427661, -0.3675051]"
